kernel,target,phase,entry,symbol,source_bindings,physical_bindings,input_policy,repetitions,numeric,max_absolute_error,max_relative_error,throughput,unit,previous_weft,source,ratio,change_percent,log,local_artifacts,remote_artifacts
mul_mat_iq4_xs,K1/X60,prefill,examples/kernels/mul_mat/iq4_xs.py,production_mul_mat_iq4_xs,"{""MC"":16,""MR"":2,""NC"":32,""NR"":4}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.000549316406,5.91296121e-05,2.408589,GOP/s,2.388214,1.717705,1.402213,0.853,/tmp/weft-band-final-runs.BxYFeq/k1-058-mul_mat_iq4_xs-prefill.log,/tmp/weft-mul-mat.tKVy7n,k1:/tmp/weft-mul-mat.e2Ga5M
mul_mat_mxfp4,K1/X60,decode,examples/kernels/mul_mat/mxfp4_decode.py,production_mul_mat_mxfp4_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.312704,GOP/s,2.313262,2.535316,0.912196,-0.024,/tmp/weft-band-final-runs.BxYFeq/k1-010-mul_mat_mxfp4-decode.log,/tmp/weft-mul-mat.jpCjqx,k1:/tmp/weft-mul-mat.HPNHIJ
mul_mat_mxfp4,K1/X60,prefill,examples/kernels/mul_mat/mxfp4.py,production_mul_mat_mxfp4,"{""MC"":16,""MR"":2,""NC"":32,""NR"":4}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.926338,GOP/s,2.923394,2.629021,1.113090,0.101,/tmp/weft-band-final-runs.BxYFeq/k1-023-mul_mat_mxfp4-prefill.log,/tmp/weft-mul-mat.25bEf9,k1:/tmp/weft-mul-mat.cM08zR
mul_mat_nvfp4,K1/X60,decode,examples/kernels/mul_mat/nvfp4_decode.py,production_mul_mat_nvfp4_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,0.945908,GOP/s,0.945171,0.161658,5.851291,0.078,/tmp/weft-band-final-runs.BxYFeq/k1-087-mul_mat_nvfp4-decode.log,/tmp/weft-mul-mat.LNNCKx,k1:/tmp/weft-mul-mat.FxZyvO
mul_mat_nvfp4,K1/X60,prefill,examples/kernels/mul_mat/nvfp4.py,production_mul_mat_nvfp4,"{""MC"":16,""MR"":2,""NC"":32,""NR"":4}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.055181,GOP/s,1.050319,0.162006,6.513222,0.463,/tmp/weft-band-final-runs.BxYFeq/k1-089-mul_mat_nvfp4-prefill.log,/tmp/weft-mul-mat.Tvnytr,k1:/tmp/weft-mul-mat.Zbph0j
mul_mat_q1_0,K1/X60,decode,examples/kernels/mul_mat/q1_0_decode.py,production_mul_mat_q1_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":4}",valid-quantized-record-replicated,10,within-tolerance,0,0,4.218147,GOP/s,4.215309,3.691932,1.142531,0.067,/tmp/weft-band-final-runs.BxYFeq/k1-028-mul_mat_q1_0-decode.log,/tmp/weft-mul-mat.y7EB5S,k1:/tmp/weft-mul-mat.Aogd6U
mul_mat_q1_0,K1/X60,prefill,examples/kernels/mul_mat/q1_0.py,production_mul_mat_q1_0,"{""MC"":16,""MR"":2,""NC"":32,""NR"":4}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.000793457031,1.63985442e-05,3.662610,GOP/s,3.712391,3.785883,0.967439,-1.341,/tmp/weft-band-final-runs.BxYFeq/k1-012-mul_mat_q1_0-prefill.log,/tmp/weft-mul-mat.YtkWRq,k1:/tmp/weft-mul-mat.N0UojT
mul_mat_q2_k,K1/X60,decode,examples/kernels/mul_mat/q2_k_decode.py,production_mul_mat_q2_k_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":8}",valid-quantized-record-replicated,10,within-tolerance,6.10351562e-05,1.00195261e-07,3.239613,GOP/s,3.236262,2.448814,1.322931,0.104,/tmp/weft-band-final-runs.BxYFeq/k1-053-mul_mat_q2_k-decode.log,/tmp/weft-mul-mat.fQSkO1,k1:/tmp/weft-mul-mat.HPlejn
mul_mat_q2_k,K1/X60,prefill,examples/kernels/mul_mat/q2_k.py,production_mul_mat_q2_k,"{""MC"":32,""MR"":1,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":4}",valid-quantized-record-replicated,10,within-tolerance,0.000610351562,1.04400072e-05,2.966162,GOP/s,2.829457,2.452543,1.209423,4.831,/tmp/weft-band-final-runs.BxYFeq/k1-031-mul_mat_q2_k-prefill.log,/tmp/weft-mul-mat.uN2d3E,k1:/tmp/weft-mul-mat.4OsZqM
mul_mat_q3_k,K1/X60,decode,examples/kernels/mul_mat/q3_k_decode.py,production_mul_mat_q3_k_decode,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,7.62939453e-05,3.14590394e-07,2.974579,GOP/s,2.969818,2.391775,1.243670,0.160,/tmp/weft-band-final-runs.BxYFeq/k1-038-mul_mat_q3_k-decode.log,/tmp/weft-mul-mat.vViCsM,k1:/tmp/weft-mul-mat.6rlYFP
mul_mat_q3_k,K1/X60,prefill,examples/kernels/mul_mat/q3_k.py,production_mul_mat_q3_k,"{""MC"":8,""MR"":1,""NC"":32,""NR"":1}","{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.000366210938,1.52754824e-05,2.727401,GOP/s,2.726732,2.442635,1.116581,0.025,/tmp/weft-band-final-runs.BxYFeq/k1-024-mul_mat_q3_k-prefill.log,/tmp/weft-mul-mat.T29X6Z,k1:/tmp/weft-mul-mat.iCGFva
mul_mat_q4_0,K1/X60,decode,examples/kernels/mul_mat/q4_0_decode.py,production_mul_mat_q4_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,4.57763672e-05,2.75299067e-07,2.558956,GOP/s,2.566449,2.205897,1.160052,-0.292,/tmp/weft-band-final-runs.BxYFeq/k1-033-mul_mat_q4_0-decode.log,/tmp/weft-mul-mat.xtIhBk,k1:/tmp/weft-mul-mat.5VrXmR
mul_mat_q4_0,K1/X60,prefill,examples/kernels/mul_mat/q4_0.py,production_mul_mat_q4_0,"{""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":2,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.529090,GOP/s,2.529683,2.265953,1.116126,-0.023,/tmp/weft-band-final-runs.BxYFeq/k1-025-mul_mat_q4_0-prefill.log,/tmp/weft-mul-mat.rhcKuK,k1:/tmp/weft-mul-mat.bXls6S
mul_mat_q4_1,K1/X60,decode,examples/kernels/mul_mat/q4_1_decode.py,production_mul_mat_q4_1_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.243322,GOP/s,2.246945,2.084146,1.076375,-0.161,/tmp/weft-band-final-runs.BxYFeq/k1-022-mul_mat_q4_1-decode.log,/tmp/weft-mul-mat.ZsZBfS,k1:/tmp/weft-mul-mat.Owq7M0
mul_mat_q4_k,K1/X60,decode,examples/kernels/mul_mat/q4_k_decode.py,production_mul_mat_q4_k_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":8}",valid-quantized-record-replicated,10,within-tolerance,0.000129699707,1.17469838e-06,3.409967,GOP/s,3.397645,2.461816,1.385143,0.363,/tmp/weft-band-final-runs.BxYFeq/k1-057-mul_mat_q4_k-decode.log,/tmp/weft-mul-mat.Ces16f,k1:/tmp/weft-mul-mat.mbJScq
mul_mat_q4_k,K1/X60,prefill,examples/kernels/mul_mat/q4_k_staged.py,production_mul_mat_q4_k_staged,"{""KC"":512,""MC"":8,""MR"":2,""NC"":64}","{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":2}",valid-quantized-record-replicated,10,within-tolerance,0,0,4.028578,GOP/s,4.027256,2.508977,1.605666,0.033,/tmp/weft-band-final-runs.BxYFeq/k1-064-mul_mat_q4_k-prefill.log,/tmp/weft-mul-mat.95MscN,k1:/tmp/weft-mul-mat.fSYv68
mul_mat_q5_0,K1/X60,decode,examples/kernels/mul_mat/q5_0_decode.py,production_mul_mat_q5_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.277903,GOP/s,2.278914,1.794935,1.269073,-0.044,/tmp/weft-band-final-runs.BxYFeq/k1-047-mul_mat_q5_0-decode.log,/tmp/weft-mul-mat.GNb8mu,k1:/tmp/weft-mul-mat.1XgOZJ
mul_mat_q5_0,K1/X60,prefill,examples/kernels/mul_mat/q5_0.py,production_mul_mat_q5_0,"{""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.389450,GOP/s,2.281910,1.847937,1.293037,4.713,/tmp/weft-band-final-runs.BxYFeq/k1-036-mul_mat_q5_0-prefill.log,/tmp/weft-mul-mat.X3lPxv,k1:/tmp/weft-mul-mat.GfLL0L
mul_mat_q5_1,K1/X60,decode,examples/kernels/mul_mat/q5_1_decode.py,production_mul_mat_q5_1_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.062176,GOP/s,2.060515,1.653383,1.247246,0.081,/tmp/weft-band-final-runs.BxYFeq/k1-039-mul_mat_q5_1-decode.log,/tmp/weft-mul-mat.NU5Jqb,k1:/tmp/weft-mul-mat.6bVnRa
mul_mat_q5_1,K1/X60,prefill,examples/kernels/mul_mat/q5_1.py,production_mul_mat_q5_1,"{""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.760236,GOP/s,1.813592,1.714436,1.026714,-2.942,/tmp/weft-band-final-runs.BxYFeq/k1-020-mul_mat_q5_1-prefill.log,/tmp/weft-mul-mat.DyBPZC,k1:/tmp/weft-mul-mat.Opf1hC
mul_mat_q5_k,K1/X60,decode,examples/kernels/mul_mat/q5_k_decode.py,production_mul_mat_q5_k_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,6.10351562e-05,1.67281608e-07,1.705422,GOP/s,1.704060,1.246182,1.368518,0.080,/tmp/weft-band-final-runs.BxYFeq/k1-056-mul_mat_q5_k-decode.log,/tmp/weft-mul-mat.8Qtzu2,k1:/tmp/weft-mul-mat.G4ONPY
mul_mat_q5_k,K1/X60,prefill,examples/kernels/mul_mat/q5_k.py,production_mul_mat_q5_k,"{""MC"":16,""MR"":2,""NC"":32,""NR"":4}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.00048828125,3.00342359e-05,2.609144,GOP/s,2.603708,1.262649,2.066405,0.209,/tmp/weft-band-final-runs.BxYFeq/k1-071-mul_mat_q5_k-prefill.log,/tmp/weft-mul-mat.GD7i13,k1:/tmp/weft-mul-mat.oqU255
mul_mat_q6_k,K1/X60,decode,examples/kernels/mul_mat/q6_k_decode.py,production_mul_mat_q6_k_decode,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":2}",valid-quantized-record-replicated,10,within-tolerance,6.10351562e-05,7.83834081e-08,2.454167,GOP/s,2.446343,2.348172,1.045139,0.320,/tmp/weft-band-final-runs.BxYFeq/k1-019-mul_mat_q6_k-decode.log,/tmp/weft-mul-mat.IGPDCd,k1:/tmp/weft-mul-mat.116clJ
mul_mat_q6_k,K1/X60,prefill,examples/kernels/mul_mat/q6_k.py,production_mul_mat_q6_k,"{""MC"":16,""MR"":4,""NC"":64,""NR"":2}","{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":4}",valid-quantized-record-replicated,10,within-tolerance,0.000305175781,3.59689943e-06,2.067723,GOP/s,2.066771,2.506236,0.825031,0.046,/tmp/weft-band-final-runs.BxYFeq/k1-003-mul_mat_q6_k-prefill.log,/tmp/weft-mul-mat.77jKfQ,k1:/tmp/weft-mul-mat.By2vEw
mul_mat_q8_0,K1/X60,decode,examples/kernels/mul_mat/q8_0_decode.py,production_mul_mat_q8_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.000137329102,7.89632719e-07,2.653045,GOP/s,2.650135,2.107139,1.259075,0.110,/tmp/weft-band-final-runs.BxYFeq/k1-044-mul_mat_q8_0-decode.log,/tmp/weft-mul-mat.1BXWGZ,k1:/tmp/weft-mul-mat.c2d8qS
mul_mat_tq1_0,K1/X60,prefill,examples/kernels/mul_mat/tq1_0.py,production_mul_mat_tq1_0,"{""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,4.493326,GOP/s,4.505762,3.458089,1.299367,-0.276,/tmp/weft-band-final-runs.BxYFeq/k1-049-mul_mat_tq1_0-prefill.log,/tmp/weft-mul-mat.B1zaDP,k1:/tmp/weft-mul-mat.SkA4Uv
mul_mat_tq2_0,K1/X60,decode,examples/kernels/mul_mat/tq2_0_decode.py,production_mul_mat_tq2_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,6.281354,GOP/s,6.287499,4.793486,1.310394,-0.098,/tmp/weft-band-final-runs.BxYFeq/k1-051-mul_mat_tq2_0-decode.log,/tmp/weft-mul-mat.kUxHJW,k1:/tmp/weft-mul-mat.JN7hDT
mul_mat_tq2_0,K1/X60,prefill,examples/kernels/mul_mat/tq2_0.py,production_mul_mat_tq2_0,"{""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,6.585315,GOP/s,6.432534,4.973980,1.323953,2.375,/tmp/weft-band-final-runs.BxYFeq/k1-048-mul_mat_tq2_0-prefill.log,/tmp/weft-mul-mat.LibxdR,k1:/tmp/weft-mul-mat.sV2lzR
mxfp4_q8_0,K1/X60,decode,examples/kernels/vec_dot/mxfp4_q8_0.py,quantized_vec_dot_mxfp4_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.368515,GOP/s,2.372602,2.580476,0.917860,-0.172,/tmp/weft-band-final-runs.BxYFeq/k1-011-mxfp4_q8_0-decode.log,/tmp/weft-quantized-vec-dot.nLYmTY,k1:/tmp/weft-quantized-vec-dot.lG1JYq
nvfp4_q8_0,K1/X60,decode,examples/kernels/vec_dot/nvfp4_q8_0.py,quantized_vec_dot_nvfp4_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,0.946082,GOP/s,0.945261,0.158325,5.975569,0.087,/tmp/weft-band-final-runs.BxYFeq/k1-088-nvfp4_q8_0-decode.log,/tmp/weft-quantized-vec-dot.zlzY0h,k1:/tmp/weft-quantized-vec-dot.9c6iry
q1_0_q8_0,K1/X60,decode,examples/kernels/vec_dot/q1_0_q8_0.py,quantized_vec_dot_q1_0_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":4}",valid-quantized-record-replicated,10,within-tolerance,0,0,4.216227,GOP/s,4.214682,3.772297,1.117682,0.037,/tmp/weft-band-final-runs.BxYFeq/k1-026-q1_0_q8_0-decode.log,/tmp/weft-quantized-vec-dot.iE1LWc,k1:/tmp/weft-quantized-vec-dot.hIcJ57
q2_k_q8_k,K1/X60,decode,examples/kernels/vec_dot/q2_k_q8_k.py,quantized_vec_dot_q2_k_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":8}",valid-quantized-record-replicated,10,within-tolerance,0,0,3.262670,GOP/s,3.260983,2.479582,1.315815,0.052,/tmp/weft-band-final-runs.BxYFeq/k1-052-q2_k_q8_k-decode.log,/tmp/weft-quantized-vec-dot.kyX4jP,k1:/tmp/weft-quantized-vec-dot.Bsf7Wn
q3_k_q8_k,K1/X60,decode,examples/kernels/vec_dot/q3_k_q8_k.py,quantized_vec_dot_q3_k_q8_k,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.0029296875,3.6079188e-07,2.967060,GOP/s,2.967503,2.435477,1.218266,-0.015,/tmp/weft-band-final-runs.BxYFeq/k1-035-q3_k_q8_k-decode.log,/tmp/weft-quantized-vec-dot.uXz3KB,k1:/tmp/weft-quantized-vec-dot.4WUXQz
q4_0_q8_0,K1/X60,decode,examples/kernels/vec_dot/q4_0_q8_0.py,quantized_vec_dot_q4_0_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.566132,GOP/s,2.562470,2.229556,1.150961,0.143,/tmp/weft-band-final-runs.BxYFeq/k1-030-q4_0_q8_0-decode.log,/tmp/weft-quantized-vec-dot.UHsFl0,k1:/tmp/weft-quantized-vec-dot.1cOAm9
q4_1_q8_1,K1/X60,decode,examples/kernels/vec_dot/q4_1_q8_1.py,quantized_vec_dot_q4_1_q8_1,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.242366,GOP/s,2.239807,2.108143,1.063669,0.114,/tmp/weft-band-final-runs.BxYFeq/k1-021-q4_1_q8_1-decode.log,/tmp/weft-quantized-vec-dot.CebuTq,k1:/tmp/weft-quantized-vec-dot.xTZTx0
q4_k_q8_k,K1/X60,decode,examples/kernels/vec_dot/q4_k_q8_k.py,quantized_vec_dot_q4_k_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":8}",valid-quantized-record-replicated,10,within-tolerance,0,0,3.398868,GOP/s,3.387147,2.504987,1.356841,0.346,/tmp/weft-band-final-runs.BxYFeq/k1-054-q4_k_q8_k-decode.log,/tmp/weft-quantized-vec-dot.vgDfvd,k1:/tmp/weft-quantized-vec-dot.g1VZor
q5_0_q8_0,K1/X60,decode,examples/kernels/vec_dot/q5_0_q8_0.py,quantized_vec_dot_q5_0_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.267104,GOP/s,2.265770,1.811943,1.251201,0.059,/tmp/weft-band-final-runs.BxYFeq/k1-040-q5_0_q8_0-decode.log,/tmp/weft-quantized-vec-dot.mDj6eH,k1:/tmp/weft-quantized-vec-dot.OGazA0
q5_1_q8_1,K1/X60,decode,examples/kernels/vec_dot/q5_1_q8_1.py,quantized_vec_dot_q5_1_q8_1,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.068119,GOP/s,2.065396,1.668792,1.239291,0.132,/tmp/weft-band-final-runs.BxYFeq/k1-037-q5_1_q8_1-decode.log,/tmp/weft-quantized-vec-dot.25J33A,k1:/tmp/weft-quantized-vec-dot.rpBVNg
q5_k_q8_k,K1/X60,decode,examples/kernels/vec_dot/q5_k_q8_k.py,quantized_vec_dot_q5_k_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.00048828125,1.1541925e-07,1.701280,GOP/s,1.700890,1.254589,1.356046,0.023,/tmp/weft-band-final-runs.BxYFeq/k1-055-q5_k_q8_k-decode.log,/tmp/weft-quantized-vec-dot.sS0ssE,k1:/tmp/weft-quantized-vec-dot.k28fWR
q8_0_q8_0,K1/X60,decode,examples/kernels/vec_dot/q8_0_q8_0.py,quantized_vec_dot_q8_0_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.675277,GOP/s,2.673845,2.126279,1.258197,0.054,/tmp/weft-band-final-runs.BxYFeq/k1-043-q8_0_q8_0-decode.log,/tmp/weft-quantized-vec-dot.wftWUy,k1:/tmp/weft-quantized-vec-dot.mWRUfD
quantize_row_q8_0,K1/X60,prefill,examples/kernels/quantize/q8_0.py,q8_0_quantize,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",fixed-float-mod31,10,bit-exact,,,414.779982,MEl/s,414.612789,330.541129,1.254851,0.040,/tmp/weft-band-final-runs.BxYFeq/k1-041-quantize_row_q8_0-prefill.log,/tmp/weft-kernel.VmpngK,k1:/tmp/weft-kernel.5ivxcD
quantize_row_q8_1,K1/X60,prefill,examples/kernels/quantize/q8_1.py,q8_1_quantize,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",fixed-float-mod31,10,bit-exact,,,374.152096,MEl/s,376.187767,287.550932,1.301168,-0.541,/tmp/weft-band-final-runs.BxYFeq/k1-050-quantize_row_q8_1-prefill.log,/tmp/weft-kernel.HlTMCz,k1:/tmp/weft-kernel.tWWL0R
quantize_row_q8_k,K1/X60,prefill,examples/kernels/quantize/q8_k.py,q8_K_quantize,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",fixed-float-mod31,10,bit-exact,,,290.086774,MEl/s,291.253751,361.364495,0.802754,-0.401,/tmp/weft-band-final-runs.BxYFeq/k1-002-quantize_row_q8_k-prefill.log,/tmp/weft-kernel.BqkOa1,k1:/tmp/weft-kernel.wCrKBw
tq2_0_q8_k,K1/X60,decode,examples/kernels/vec_dot/tq2_0_q8_k.py,quantized_vec_dot_tq2_0_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,6.245573,GOP/s,6.253765,4.936389,1.265211,-0.131,/tmp/weft-band-final-runs.BxYFeq/k1-046-tq2_0_q8_k-decode.log,/tmp/weft-quantized-vec-dot.UbhOPt,k1:/tmp/weft-quantized-vec-dot.TIUBEj
dequantize_row_iq2_s,SG2044,tensor,examples/kernels/dequantize/iq2_s.py,row_dequantize_iq2_s,{},"{""lmul_eighths"":64,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,346.466525,MEl/s,345.156714,426.506007,0.812337,0.379,/tmp/weft-band-final-runs.BxYFeq/sg2044-009-dequantize_row_iq2_s-tensor.log,/tmp/weft-row-dequantize.LPwW1b,rvv:/tmp/weft-row-dequantize.GcKHtp
