runner,request,entry,compiler_arguments,status,numeric,repetitions,cold_median_us,cold_median_ms,cold_gop_s,cold_melements_s,melements_s,same_generated_c,stable_final_replay,reason
weft-mul-mat.sh,sg2044 q5_0 prefill,mul_mat/q5_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=4 --meta NR=2 --auto-lmul-eighths=8 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,409407.211,,10.490698,,,True,True,
weft-mul-mat.sh,sg2044 q5_1 decode,mul_mat/q5_1_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=16 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,7650.353,,4.385998,,,True,True,
weft-mul-mat.sh,sg2044 q5_1 prefill,mul_mat/q5_1.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=4 --meta NR=1 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,697929.106,,6.153873,,,True,True,
weft-mul-mat.sh,sg2044 q5_k decode,mul_mat/q5_k_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,7722.984,,4.344750,,,True,True,
weft-mul-mat.sh,sg2044 q5_k prefill,mul_mat/q5_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=2 --meta NR=4 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,576023.716,,7.456233,,,True,True,
weft-mul-mat.sh,sg2044 q6_k decode,mul_mat/q6_k_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=2 --auto-pipeline-depth=1,PASS,within-tolerance,10,6459.068,,5.194934,,,True,True,
weft-mul-mat.sh,sg2044 q6_k prefill,mul_mat/q6_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=64 --meta MC=16 --meta MR=4 --meta NR=2 --auto-lmul-eighths=32 --auto-unroll=4 --auto-pipeline-depth=1,PASS,within-tolerance,10,575816.836,,7.458912,,,True,True,
weft-mul-mat.sh,sg2044 q8_0 decode,mul_mat/q8_0_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,4572.390,,7.338489,,,True,True,
weft-mul-mat.sh,sg2044 q8_0 prefill,mul_mat/q8_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=4 --meta NR=2 --auto-unroll=1 --auto-pipeline-depth=2,PASS,within-tolerance,10,522876.835,,8.214109,,,True,True,
weft-mul-mat.sh,sg2044 tq1_0 decode,mul_mat/tq1_0_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=1 --auto-pipeline-depth=1 --auto-lmul-eighths=8,PASS,within-tolerance,10,7009.560,,4.786953,,,True,True,
weft-mul-mat.sh,sg2044 tq1_0 prefill,mul_mat/tq1_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=2 --meta NR=1 --auto-unroll=1 --auto-pipeline-depth=1 --auto-lmul-eighths=8,PASS,within-tolerance,10,959985.627,,4.473991,,,True,True,
weft-mul-mat.sh,sg2044 tq2_0 decode,mul_mat/tq2_0_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,3334.584,,10.062553,,,True,True,
weft-mul-mat.sh,sg2044 tq2_0 prefill,mul_mat/tq2_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=4 --meta NR=2 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,206419.368,,20.806998,,,True,True,
weft-quantized-vec-dot.sh,sg2044 iq1_m,vec_dot/iq1_m_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32 --auto-unroll 2 --auto-pipeline-depth 1,PASS,within-tolerance,10,106400.023,,1.103764,,,True,True,
weft-quantized-vec-dot.sh,sg2044 iq1_s,vec_dot/iq1_s_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32 --auto-unroll 4 --auto-pipeline-depth 1,PASS,within-tolerance,10,33413.395,,3.514773,,,True,True,
weft-quantized-vec-dot.sh,sg2044 iq2_s,vec_dot/iq2_s_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32 --auto-unroll 1 --auto-pipeline-depth 1,PASS,within-tolerance,10,35361.143,,3.321174,,,True,True,
weft-quantized-vec-dot.sh,sg2044 iq2_xs,vec_dot/iq2_xs_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32 --auto-unroll 1 --auto-pipeline-depth 1,PASS,within-tolerance,10,31631.647,,3.712754,,,True,True,
weft-quantized-vec-dot.sh,sg2044 iq2_xxs,vec_dot/iq2_xxs_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32 --auto-unroll 2 --auto-pipeline-depth 1,PASS,within-tolerance,10,46192.441,,2.542418,,,True,True,
weft-quantized-vec-dot.sh,sg2044 iq3_s,vec_dot/iq3_s_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32 --auto-unroll 1 --auto-pipeline-depth 1,PASS,within-tolerance,10,65743.866,,1.786334,,,True,True,
weft-quantized-vec-dot.sh,sg2044 iq3_xxs,vec_dot/iq3_xxs_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32 --auto-unroll 1 --auto-pipeline-depth 1,PASS,within-tolerance,10,74218.203,,1.582368,,,True,True,
weft-quantized-vec-dot.sh,sg2044 iq4_nl,vec_dot/iq4_nl_q8_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,18149.649,,6.470677,,,True,True,
weft-quantized-vec-dot.sh,sg2044 iq4_xs,vec_dot/iq4_xs_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,17326.196,,6.778205,,,True,True,
weft-quantized-vec-dot.sh,sg2044 mxfp4,vec_dot/mxfp4_q8_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,18315.289,,6.412157,,,True,True,
weft-quantized-vec-dot.sh,sg2044 nvfp4,vec_dot/nvfp4_q8_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,195405.190,,0.601010,,,True,True,
weft-quantized-vec-dot.sh,sg2044 q1_0,vec_dot/q1_0_q8_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 16 --auto-unroll 1 --auto-pipeline-depth 1,PASS,within-tolerance,10,10089.994,,11.639304,,,True,True,
weft-quantized-vec-dot.sh,sg2044 q2_k,vec_dot/q2_k_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll 8 --auto-pipeline-depth 1 --auto-scalar-load-prime 1,PASS,within-tolerance,10,14471.472,,8.115312,,,True,True,
weft-quantized-vec-dot.sh,sg2044 q3_k,vec_dot/q3_k_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32 --auto-unroll 1 --auto-pipeline-depth 1 --auto-scalar-load-prime 1,PASS,within-tolerance,10,15766.709,,7.448639,,,True,True,
weft-quantized-vec-dot.sh,sg2044 q4_0,vec_dot/q4_0_q8_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,15930.510,,7.372050,,,True,True,
weft-quantized-vec-dot.sh,sg2044 q4_1,vec_dot/q4_1_q8_1.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,21435.973,,5.478665,,,True,True,
weft-quantized-vec-dot.sh,sg2044 q4_k,vec_dot/q4_k_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll 8 --auto-pipeline-depth 1,PASS,within-tolerance,10,33922.697,,3.462004,,,True,True,
weft-quantized-vec-dot.sh,sg2044 q5_0,vec_dot/q5_0_q8_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 16 --auto-unroll 1 --auto-pipeline-depth 1,PASS,within-tolerance,10,20862.160,,5.629355,,,True,True,
weft-quantized-vec-dot.sh,sg2044 q5_1,vec_dot/q5_1_q8_1.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 16 --auto-unroll 1 --auto-pipeline-depth 1,PASS,within-tolerance,10,24623.537,,4.769441,,,True,True,
weft-quantized-vec-dot.sh,sg2044 q5_k,vec_dot/q5_k_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,26944.897,,4.358544,,,True,True,
weft-quantized-vec-dot.sh,sg2044 q6_k,vec_dot/q6_k_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32 --auto-unroll 2 --auto-pipeline-depth 1,PASS,within-tolerance,10,24784.467,,4.738472,,,True,True,
weft-quantized-vec-dot.sh,sg2044 q8_0,vec_dot/q8_0_q8_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 8 --auto-unroll 1 --auto-pipeline-depth 1,PASS,within-tolerance,10,16242.560,,7.230419,,,True,True,
weft-quantized-vec-dot.sh,sg2044 tq1_0,vec_dot/tq1_0_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 8 --auto-unroll 1 --auto-pipeline-depth 1,PASS,within-tolerance,10,24366.686,,4.819716,,,True,True,
weft-quantized-vec-dot.sh,sg2044 tq2_0,vec_dot/tq2_0_q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,11882.292,,9.883658,,,True,True,
weft-row-dequantize.sh,sg2044 iq1_m,dequantize/iq1_m.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,6002.236,,,698.790193,,True,True,
weft-row-dequantize.sh,sg2044 iq1_s,dequantize/iq1_s.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,5772.895,,,726.551236,,True,True,
weft-row-dequantize.sh,sg2044 iq2_s,dequantize/iq2_s.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 64,PASS,within-tolerance,10,6411.188,,,654.216348,,True,True,
weft-row-dequantize.sh,sg2044 iq2_xs,dequantize/iq2_xs.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,5935.666,,,706.627361,,True,True,
weft-row-dequantize.sh,sg2044 iq2_xxs,dequantize/iq2_xxs.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 16,PASS,within-tolerance,10,5964.456,,,703.216521,,True,True,
weft-row-dequantize.sh,sg2044 iq3_s,dequantize/iq3_s.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,16435.311,,,255.200769,,True,True,
weft-row-dequantize.sh,sg2044 iq3_xxs,dequantize/iq3_xxs.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,8919.459,,,470.241973,,True,True,
weft-row-dequantize.sh,sg2044 iq4_nl,dequantize/iq4_nl.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,5691.135,,,736.989084,,True,True,
weft-row-dequantize.sh,sg2044 iq4_xs,dequantize/iq4_xs.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,5837.666,,,718.489951,,True,True,
weft-row-dequantize.sh,sg2044 mxfp4,dequantize/mxfp4.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,5688.065,,,737.386856,,True,True,
weft-row-dequantize.sh,sg2044 nvfp4,dequantize/nvfp4.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,5707.415,,,734.886810,,True,True,
weft-row-dequantize.sh,sg2044 q1_0,dequantize/q1_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 16,PASS,within-tolerance,10,5645.955,,,742.886544,,True,True,
weft-row-dequantize.sh,sg2044 q2_k,dequantize/q2_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,6540.458,,,641.285977,,True,True,
weft-row-dequantize.sh,sg2044 q3_k,dequantize/q3_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,9982.904,,,420.148707,,True,True,
weft-row-dequantize.sh,sg2044 q4_0,dequantize/q4_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,5699.125,,,735.955783,,True,True,
weft-row-dequantize.sh,sg2044 q4_1,dequantize/q4_1.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,5699.534,,,735.902970,,True,True,
weft-row-dequantize.sh,sg2044 q4_k,dequantize/q4_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,9463.501,,,443.208491,,True,True,
weft-row-dequantize.sh,sg2044 q5_0,dequantize/q5_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,5715.425,,,733.856887,,True,True,
weft-row-dequantize.sh,sg2044 q5_1,dequantize/q5_1.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,5721.275,,,733.106519,,True,True,
weft-row-dequantize.sh,sg2044 q5_k,dequantize/q5_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,15112.306,,,277.542289,,True,True,
weft-row-dequantize.sh,sg2044 q6_k,dequantize/q6_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,13187.027,,,318.062896,,True,True,
weft-row-dequantize.sh,sg2044 q8_0,dequantize/q8_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128,PASS,within-tolerance,10,5787.705,,,724.692084,,True,True,
weft-row-dequantize.sh,sg2044 tq1_0,dequantize/tq1_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32,PASS,within-tolerance,10,5620.655,,,746.230532,,True,True,
weft-row-dequantize.sh,sg2044 tq2_0,dequantize/tq2_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32,PASS,within-tolerance,10,5726.215,,,732.474069,,True,True,
weft-mul-mat.sh,sg2044 iq2_s_staged decode,mul_mat/iq2_s_staged.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=64 --meta KC=256 --meta MC=16 --meta MR=4 --meta NR=2 --auto-lmul-eighths=16 --auto-unroll=1 --auto-pipeline-depth=1,UNCHANGED_REJECTION,,10,,,,,,,,error: nested scaled contraction has no legal full-product carrier under the target resource contract
weft-mul-mat.sh,sg2044 iq2_xs_staged decode,mul_mat/iq2_xs_staged.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=64 --meta KC=256 --meta MC=16 --meta MR=2 --meta NR=2 --auto-lmul-eighths=16 --auto-unroll=1 --auto-pipeline-depth=1,UNCHANGED_REJECTION,,10,,,,,,,,error: nested scaled contraction has no legal full-product carrier under the target resource contract
weft-mul-mat.sh,sg2044 iq2_xxs_staged decode,mul_mat/iq2_xxs_staged.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=64 --meta KC=256 --meta MC=16 --meta MR=1 --meta NR=2 --auto-lmul-eighths=16 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,9183.790,,3.653658,,,True,True,
weft-mul-mat.sh,sg2044 q4_k_persistent decode,mul_mat/q4_k_persistent.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=2 --auto-pipeline-depth=1,PASS,within-tolerance,10,3446.405,,9.736068,,,True,True,
weft-mul-mat.sh,sg2044 q4_k_persistent prefill,mul_mat/q4_k_persistent.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=2 --auto-pipeline-depth=1,PASS,within-tolerance,10,438274.629,,9.799717,,,True,True,
weft-mul-mat.sh,sg2044 q4_k_staged decode,mul_mat/q4_k_staged.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=64 --meta KC=256 --meta MC=16 --meta MR=1 --auto-lmul-eighths=32 --auto-unroll=2 --auto-pipeline-depth=1,PASS,within-tolerance,10,12685.725,,2.645054,,,True,True,
